OrderDate,Region,Rep,Item,Units,Unit,Cost,Total
12/5/2021,Central,Howard,Binder,255,4.99,1272.45
12/23/2021,Central,Howard,Pen,227,1.99,451.73
06/25/2020,West,Andrews,Pen,175,1.99,348.25
06/17/2021,West,Parent,Pen Set,45,12.49,562.05
12/28/2021,Central,Jones,Desk,228,125,28500
05/1/2021,East,Andrews,Pen Set,245,12.49,3060.05
08/24/2021,Central,Jardine,Pen,249,1.99,495.51
12/16/2020,West,Kivell,Binder,94,4.99,469.06
06/10/2020,West,Smith,Pencil,177,0.99,175.23
01/3/2020,Central,Morgan,Pencil,26,0.99,25.74
03/13/2020,East,Andrews,Desk,239,125,29875
07/28/2021,East,Jardine,Binder,161,4.99,803.39
03/22/2020,Central,Kivell,Pen,28,1.99,55.72
02/19/2020,Central,Andrews,Pen Set,166,12.49,2073.34
02/24/2020,Central,Gill,Pen Set,110,12.49,1373.9
05/30/2020,East,Sorvino,Pen,175,1.99,348.25
03/27/2020,Central,Gill,Pencil,195,0.99,193.05
04/28/2021,Central,Howard,Binder,168,4.99,838.32
07/6/2020,Central,Howard,Pen Set,201,12.49,2510.4900000000002
03/25/2020,West,Gill,Pen Set,235,12.49,2935.15
01/19/2021,West,Thompson,Desk,38,125,4750
06/1/2021,Central,Gill,Pen Set,83,12.49,1036.67
11/30/2021,Central,Sorvino,Pencil,207,0.99,204.93
06/19/2021,East,Gill,Pen Set,151,12.49,1885.99
08/22/2021,Central,Gill,Pen Set,66,12.49,824.34
06/7/2021,East,Jardine,Pen Set,55,12.49,686.95
03/8/2021,East,Gill,Binder,219,4.99,1092.81
10/29/2021,East,Sorvino,Pen,283,1.99,563.17
07/10/2020,West,Jardine,Binder,247,4.99,1232.53
01/15/2020,East,Sorvino,Pen,55,1.99,109.45
01/23/2021,West,Jardine,Desk,110,125,13750
02/21/2020,Central,Parent,Pen Set,259,12.49,3234.91
12/17/2020,Central,Howard,Pen Set,124,12.49,1548.76
09/6/2021,East,Jones,Binder,56,4.99,279.44
01/8/2020,East,Morgan,Desk,281,125,35125
07/9/2020,East,Jardine,Pen,173,1.99,344.27
06/23/2021,Central,Kivell,Pen Set,30,12.49,374.7
06/20/2021,East,Gill,Pencil,19,0.99,18.81
02/12/2021,West,Sorvino,Desk,142,125,17750
12/15/2021,Central,Thompson,Binder,28,4.99,139.72
06/21/2020,Central,Gill,Pencil,266,0.99,263.34
09/20/2020,East,Thompson,Desk,182,125,22750
03/20/2021,Central,Jones,Pen Set,30,12.49,374.7
05/20/2020,West,Jardine,Binder,34,4.99,169.66
02/24/2020,West,Sorvino,Pen Set,156,12.49,1948.44
12/20/2020,East,Thompson,Pen Set,229,12.49,2860.21
06/4/2020,East,Sorvino,Pencil,300,0.99,297.0
03/10/2021,West,Jones,Pencil,175,0.99,173.25
08/11/2020,Central,Parent,Binder,122,4.99,608.78
01/7/2020,East,Morgan,Pen,129,1.99,256.71
06/2/2021,West,Parent,Binder,215,4.99,1072.8500000000001
11/5/2021,East,Kivell,Pencil,202,0.99,199.98
10/28/2021,East,Kivell,Pen,101,1.99,200.99
05/8/2021,Central,Kivell,Pencil,66,0.99,65.34
11/27/2020,West,Howard,Pencil,140,0.99,138.6
02/11/2020,Central,Jardine,Pen,62,1.99,123.38
07/30/2020,East,Howard,Desk,297,125,37125
10/1/2021,East,Kivell,Binder,94,4.99,469.06
07/14/2020,East,Morgan,Desk,186,125,23250
01/31/2021,Central,Howard,Pen Set,11,12.49,137.39000000000001
09/29/2021,East,Kivell,Pen,47,1.99,93.53
03/11/2021,West,Smith,Pen,154,1.99,306.46
11/14/2021,West,Howard,Pen,120,1.99,238.8
06/6/2020,Central,Thompson,Pen,107,1.99,212.93
11/12/2020,West,Morgan,Binder,195,4.99,973.0500000000001
05/9/2020,West,Parent,Pen Set,196,12.49,2448.04
09/29/2020,East,Gill,Binder,24,4.99,119.76
04/19/2020,East,Jones,Binder,107,4.99,533.9300000000001
10/22/2020,Central,Jones,Desk,254,125,31750
04/25/2021,East,Kivell,Pen,208,1.99,413.92
08/20/2020,East,Kivell,Pencil,223,0.99,220.77
02/22/2020,Central,Andrews,Pencil,64,0.99,63.36
08/19/2020,Central,Parent,Pen Set,273,12.49,3409.77
12/14/2021,East,Gill,Pen Set,197,12.49,2460.53
02/22/2021,East,Parent,Binder,119,4.99,593.8100000000001
04/5/2020,East,Morgan,Desk,165,125,20625
06/10/2021,Central,Sorvino,Pen,287,1.99,571.13
07/4/2021,West,Smith,Binder,14,4.99,69.86
09/28/2020,East,Smith,Pen,274,1.99,545.26
09/12/2020,West,Andrews,Desk,284,125,35500
05/28/2020,East,Kivell,Desk,225,125,28125
09/6/2020,Central,Morgan,Binder,84,4.99,419.16
08/9/2020,East,Sorvino,Pencil,58,0.99,57.42
11/8/2021,West,Smith,Pencil,276,0.99,273.24
01/7/2020,East,Smith,Pen Set,44,12.49,549.5600000000001
12/24/2021,West,Thompson,Pen,153,1.99,304.46999999999997
07/16/2020,West,Sorvino,Pencil,29,0.99,28.71
05/17/2021,East,Thompson,Pencil,192,0.99,190.07999999999998
10/2/2021,West,Kivell,Binder,211,4.99,1052.89
12/8/2020,Central,Thompson,Binder,152,4.99,758.48
02/22/2021,West,Parent,Pencil,133,0.99,131.67
03/25/2021,East,Parent,Pen Set,105,12.49,1311.45
03/29/2020,East,Morgan,Pen,156,1.99,310.44
05/17/2020,East,Parent,Binder,293,4.99,1462.0700000000002
10/24/2020,Central,Parent,Binder,175,4.99,873.25
04/27/2020,West,Kivell,Pen Set,300,12.49,3747.0
07/29/2021,East,Andrews,Pen,120,1.99,238.8
12/13/2020,East,Sorvino,Pen Set,298,12.49,3722.02
09/30/2021,East,Morgan,Binder,81,4.99,404.19
05/26/2021,West,Gill,Pen Set,78,12.49,974.22
07/4/2021,East,Kivell,Pen Set,262,12.49,3272.38
06/22/2021,Central,Gill,Desk,27,125,3375
08/8/2021,West,Jones,Desk,181,125,22625
02/21/2020,East,Parent,Desk,293,125,36625
07/28/2021,Central,Parent,Binder,165,4.99,823.35
03/27/2021,Central,Kivell,Pen,63,1.99,125.37
10/29/2021,Central,Howard,Desk,45,125,5625
10/26/2020,Central,Thompson,Pencil,61,0.99,60.39
06/19/2021,Central,Parent,Pen Set,276,12.49,3447.2400000000002
03/9/2021,Central,Kivell,Pen,209,1.99,415.91
07/12/2021,East,Morgan,Binder,191,4.99,953.09
11/27/2021,West,Andrews,Binder,14,4.99,69.86
06/11/2021,Central,Thompson,Pen,278,1.99,553.22
08/8/2020,West,Gill,Desk,201,125,25125
11/20/2020,West,Parent,Pen,21,1.99,41.79
04/24/2020,East,Sorvino,Pencil,174,0.99,172.26
11/25/2020,Central,Smith,Binder,104,4.99,518.96
05/27/2021,East,Jardine,Binder,137,4.99,683.63
08/7/2020,Central,Parent,Binder,4,4.99,19.96
06/29/2021,Central,Kivell,Pencil,180,0.99,178.2
10/30/2020,Central,Parent,Desk,112,125,14000
07/18/2020,Central,Jones,Binder,289,4.99,1442.1100000000001
01/8/2021,Central,Howard,Pencil,282,0.99,279.18
11/11/2021,Central,Gill,Pencil,237,0.99,234.63
03/6/2021,East,Jones,Binder,93,4.99,464.07
06/30/2021,Central,Smith,Pen,20,1.99,39.8
03/17/2020,West,Parent,Desk,32,125,4000
02/16/2020,West,Smith,Pencil,158,0.99,156.42
10/2/2020,Central,Kivell,Pen Set,48,12.49,599.52
06/24/2020,West,Sorvino,Pen Set,130,12.49,1623.7
10/16/2021,West,Jardine,Desk,255,125,31875
05/12/2021,East,Morgan,Pencil,194,0.99,192.06
01/22/2021,Central,Morgan,Pencil,7,0.99,6.93
06/11/2021,East,Howard,Pen Set,178,12.49,2223.2200000000003
09/1/2020,Central,Jones,Pen Set,208,12.49,2597.92
04/24/2020,Central,Jardine,Pencil,255,0.99,252.45
04/21/2021,East,Andrews,Desk,249,125,31125
04/11/2021,West,Morgan,Desk,173,125,21625
07/31/2020,Central,Morgan,Binder,279,4.99,1392.21
08/18/2021,East,Howard,Pencil,24,0.99,23.759999999999998
06/20/2021,East,Howard,Pen,227,1.99,451.73
12/25/2020,West,Sorvino,Desk,286,125,35750
07/29/2020,Central,Parent,Pen,69,1.99,137.31
11/24/2020,East,Morgan,Pen,273,1.99,543.27
09/28/2021,West,Parent,Pen Set,192,12.49,2398.08
03/23/2020,West,Jones,Desk,39,125,4875
12/24/2020,West,Jones,Binder,171,4.99,853.2900000000001
08/25/2020,Central,Gill,Binder,226,4.99,1127.74
05/6/2021,West,Andrews,Pen,276,1.99,549.24
06/30/2021,Central,Thompson,Pen,137,1.99,272.63
04/8/2020,Central,Andrews,Desk,122,125,15250
05/4/2020,Central,Andrews,Desk,42,125,5250
08/15/2020,West,Howard,Pen,266,1.99,529.34
10/12/2020,Central,Sorvino,Pencil,21,0.99,20.79
03/14/2021,Central,Morgan,Pen Set,92,12.49,1149.08
07/27/2021,Central,Howard,Pen,77,1.99,153.23
03/5/2020,West,Gill,Pen Set,124,12.49,1548.76
06/11/2020,East,Sorvino,Binder,193,4.99,963.07
09/23/2021,West,Jones,Pen Set,295,12.49,3684.55
09/10/2020,West,Morgan,Pencil,138,0.99,136.62
06/11/2021,West,Thompson,Pencil,215,0.99,212.85
02/29/2020,Central,Howard,Binder,206,4.99,1027.94
09/25/2021,Central,Morgan,Desk,175,125,21875
10/31/2020,West,Thompson,Pencil,116,0.99,114.84
06/26/2021,East,Smith,Pen,240,1.99,477.6
10/24/2021,Central,Thompson,Pen,44,1.99,87.56
05/31/2020,Central,Kivell,Pencil,123,0.99,121.77
07/22/2021,Central,Howard,Desk,290,125,36250
09/17/2021,Central,Smith,Pen,277,1.99,551.23
02/12/2021,Central,Parent,Pencil,221,0.99,218.79
05/18/2021,East,Sorvino,Pen,11,1.99,21.89
08/3/2020,East,Sorvino,Binder,74,4.99,369.26
10/12/2021,East,Kivell,Pen,162,1.99,322.38
11/25/2021,East,Morgan,Pen,7,1.99,13.93
02/4/2020,East,Andrews,Pencil,23,0.99,22.77
03/6/2020,West,Morgan,Desk,41,125,5125
02/9/2020,Central,Jones,Pencil,28,0.99,27.72
07/11/2020,East,Kivell,Pen,60,1.99,119.4
06/16/2021,Central,Thompson,Pen,48,1.99,95.52
11/3/2021,West,Howard,Pencil,69,0.99,68.31
12/14/2020,West,Thompson,Binder,282,4.99,1407.18
06/8/2021,West,Smith,Pen,130,1.99,258.7
05/25/2021,East,Thompson,Desk,46,125,5750
05/23/2020,Central,Gill,Pencil,276,0.99,273.24
08/31/2021,West,Howard,Desk,101,125,12625
01/25/2021,West,Gill,Pencil,219,0.99,216.81
06/23/2020,East,Jardine,Pen Set,262,12.49,3272.38
09/7/2020,East,Howard,Pen,159,1.99,316.41
10/15/2020,Central,Thompson,Pen,244,1.99,485.56
01/1/2021,West,Parent,Pen,243,1.99,483.57
05/22/2021,West,Jones,Pen Set,80,12.49,999.2
04/19/2020,West,Jardine,Desk,90,125,11250
11/22/2020,East,Kivell,Pen Set,236,12.49,2947.64
05/10/2021,Central,Jones,Pencil,118,0.99,116.82
05/31/2020,Central,Howard,Pen Set,190,12.49,2373.1
04/27/2020,West,Kivell,Binder,250,4.99,1247.5
10/16/2021,East,Morgan,Desk,279,125,34875
12/9/2021,East,Gill,Desk,227,125,28375
09/10/2021,Central,Sorvino,Pen,120,1.99,238.8
09/15/2020,East,Gill,Pen,35,1.99,69.65
10/20/2021,West,Thompson,Pen,34,1.99,67.66
06/6/2020,East,Thompson,Desk,95,125,11875
07/6/2021,West,Andrews,Desk,59,125,7375
08/5/2021,Central,Howard,Pencil,32,0.99,31.68
02/6/2021,East,Jardine,Pen Set,255,12.49,3184.9500000000003
08/10/2020,Central,Howard,Pencil,187,0.99,185.13
08/16/2021,Central,Sorvino,Pen,48,1.99,95.52
11/22/2020,Central,Thompson,Desk,276,125,34500
01/23/2021,West,Jardine,Binder,207,4.99,1032.93
07/17/2020,Central,Howard,Pen Set,206,12.49,2572.94
06/27/2020,East,Kivell,Pen Set,56,12.49,699.44
03/21/2021,West,Andrews,Desk,15,125,1875
11/27/2020,Central,Jardine,Pen,222,1.99,441.78
06/4/2020,East,Parent,Pen Set,222,12.49,2772.78
09/14/2021,Central,Morgan,Binder,25,4.99,124.75
12/25/2021,West,Parent,Binder,12,4.99,59.88
08/27/2021,East,Morgan,Pen,140,1.99,278.6
11/12/2020,West,Sorvino,Pen,221,1.99,439.79
10/18/2021,Central,Smith,Binder,125,4.99,623.75
04/22/2020,West,Jardine,Pen Set,227,12.49,2835.23
10/23/2021,East,Parent,Pencil,146,0.99,144.54
12/14/2021,Central,Sorvino,Pen,281,1.99,559.1899999999999
06/1/2020,Central,Jones,Pen,296,1.99,589.04
06/2/2021,East,Smith,Pen,47,1.99,93.53
11/18/2020,East,Thompson,Pen Set,300,12.49,3747.0
05/12/2020,West,Jones,Pen Set,98,12.49,1224.02
01/8/2020,East,Morgan,Pen,227,1.99,451.73
10/9/2021,Central,Jones,Desk,122,125,15250
05/25/2020,East,Sorvino,Pen Set,86,12.49,1074.14
03/4/2020,West,Howard,Pen Set,225,12.49,2810.25
08/4/2020,Central,Kivell,Pen,216,1.99,429.84
09/30/2021,Central,Sorvino,Pencil,43,0.99,42.57
08/30/2021,Central,Sorvino,Desk,257,125,32125
01/7/2021,East,Howard,Pen,174,1.99,346.26
04/30/2020,West,Morgan,Binder,106,4.99,528.94
05/25/2021,East,Kivell,Pencil,203,0.99,200.97
12/19/2020,Central,Jardine,Pencil,249,0.99,246.51
12/9/2021,Central,Jones,Pen Set,263,12.49,3284.87
04/18/2020,West,Thompson,Binder,35,4.99,174.65
02/23/2021,Central,Jardine,Pen Set,26,12.49,324.74
09/14/2021,West,Thompson,Pen,229,1.99,455.71
10/26/2021,West,Sorvino,Desk,114,125,14250
03/5/2021,West,Howard,Desk,211,125,26375
01/8/2021,East,Jones,Binder,270,4.99,1347.3
03/9/2021,East,Gill,Pen,212,1.99,421.88
10/20/2020,East,Jones,Pen Set,251,12.49,3134.9900000000002
11/14/2020,East,Jones,Binder,140,4.99,698.6
01/13/2020,West,Jardine,Pencil,49,0.99,48.51
03/19/2021,Central,Andrews,Pencil,89,0.99,88.11
05/17/2021,Central,Morgan,Binder,203,4.99,1012.97
05/24/2020,Central,Sorvino,Desk,186,125,23250
05/8/2020,Central,Gill,Binder,182,4.99,908.1800000000001
08/23/2020,East,Sorvino,Binder,21,4.99,104.79
09/9/2020,East,Howard,Binder,101,4.99,503.99
04/25/2021,Central,Smith,Pen,250,1.99,497.5
11/18/2020,Central,Thompson,Pencil,68,0.99,67.32
11/27/2020,Central,Thompson,Pen,179,1.99,356.21
08/16/2020,Central,Smith,Pencil,253,0.99,250.47
08/17/2020,West,Jones,Pencil,130,0.99,128.7
01/27/2021,East,Jones,Pen Set,125,12.49,1561.25
04/28/2020,West,Morgan,Desk,234,125,29250
03/24/2020,East,Morgan,Desk,59,125,7375
05/24/2020,West,Parent,Desk,259,125,32375
10/29/2021,East,Gill,Desk,34,125,4250
03/17/2021,East,Jardine,Pen Set,193,12.49,2410.57
01/23/2020,East,Sorvino,Pen,40,1.99,79.6
08/20/2021,Central,Gill,Pen,230,1.99,457.7
02/13/2021,East,Parent,Pencil,188,0.99,186.12
09/25/2021,East,Sorvino,Pen,153,1.99,304.46999999999997
10/3/2020,West,Kivell,Pen Set,73,12.49,911.77
11/12/2021,Central,Morgan,Pen Set,4,12.49,49.96
01/30/2021,East,Sorvino,Pen Set,114,12.49,1423.8600000000001
06/27/2021,Central,Sorvino,Desk,65,125,8125
01/16/2021,Central,Kivell,Desk,170,125,21250
02/4/2020,West,Kivell,Pen,8,1.99,15.92
10/27/2020,East,Andrews,Pen,108,1.99,214.92
08/12/2020,Central,Sorvino,Binder,190,4.99,948.1
11/18/2021,Central,Morgan,Pencil,239,0.99,236.60999999999999
08/1/2021,Central,Kivell,Pen Set,146,12.49,1823.54
01/3/2020,Central,Smith,Pen Set,229,12.49,2860.21
05/18/2020,West,Howard,Binder,4,4.99,19.96
02/22/2021,Central,Jones,Pen,16,1.99,31.84
05/10/2021,East,Jones,Pencil,220,0.99,217.8
06/25/2021,East,Sorvino,Desk,291,125,36375
10/12/2020,East,Smith,Binder,141,4.99,703.59
09/6/2021,West,Kivell,Desk,80,125,10000
07/23/2021,East,Jones,Binder,227,4.99,1132.73
07/14/2020,Central,Morgan,Pen Set,27,12.49,337.23
02/15/2020,West,Sorvino,Pen Set,151,12.49,1885.99
12/19/2020,West,Gill,Pen,230,1.99,457.7
11/4/2020,Central,Thompson,Pen Set,169,12.49,2110.81
06/8/2020,West,Sorvino,Pen,45,1.99,89.55
05/27/2020,East,Sorvino,Pen,184,1.99,366.16
12/25/2020,Central,Sorvino,Pen Set,80,12.49,999.2
11/17/2021,West,Jardine,Pencil,226,0.99,223.74
06/14/2020,Central,Andrews,Pen,229,1.99,455.71
03/19/2021,West,Morgan,Binder,288,4.99,1437.1200000000001
01/16/2021,East,Jones,Pen Set,137,12.49,1711.13
06/10/2021,West,Jardine,Binder,14,4.99,69.86
09/5/2020,East,Jones,Pen,148,1.99,294.52
11/18/2020,East,Howard,Binder,268,4.99,1337.3200000000002
06/7/2020,Central,Howard,Pen Set,236,12.49,2947.64
02/6/2020,Central,Andrews,Pen,139,1.99,276.61
12/20/2020,Central,Morgan,Binder,256,4.99,1277.44
06/1/2021,West,Morgan,Binder,25,4.99,124.75
08/16/2021,West,Jones,Desk,44,125,5500
09/18/2021,Central,Howard,Pen,139,1.99,276.61
02/15/2020,West,Thompson,Desk,57,125,7125
02/3/2020,West,Kivell,Pen,37,1.99,73.63
08/29/2020,West,Jardine,Desk,262,125,32750
09/24/2021,Central,Morgan,Binder,25,4.99,124.75
10/6/2020,West,Thompson,Pencil,21,0.99,20.79
02/5/2020,Central,Andrews,Pen,299,1.99,595.01
03/23/2021,East,Jardine,Pencil,21,0.99,20.79
06/26/2020,West,Jardine,Pen Set,12,12.49,149.88
11/5/2021,Central,Howard,Binder,154,4.99,768.46
02/12/2020,West,Sorvino,Pen,228,1.99,453.71999999999997
10/3/2021,Central,Parent,Pen Set,293,12.49,3659.57
04/17/2020,Central,Kivell,Pencil,49,0.99,48.51
03/8/2021,Central,Sorvino,Pen,292,1.99,581.08
03/23/2021,Central,Kivell,Desk,148,125,18500
09/24/2020,West,Smith,Desk,140,125,17500
03/18/2021,East,Parent,Pen,250,1.99,497.5
08/15/2020,Central,Thompson,Pencil,72,0.99,71.28
02/11/2020,Central,Kivell,Pencil,180,0.99,178.2
07/6/2020,West,Thompson,Binder,119,4.99,593.8100000000001
09/22/2021,East,Parent,Pen Set,62,12.49,774.38
02/11/2021,East,Sorvino,Pencil,20,0.99,19.8
05/24/2020,Central,Jardine,Pen,262,1.99,521.38
10/9/2021,West,Jardine,Binder,170,4.99,848.3000000000001
10/7/2021,Central,Parent,Desk,79,125,9875
11/8/2020,East,Parent,Pen Set,270,12.49,3372.3
01/23/2020,East,Andrews,Pen Set,208,12.49,2597.92
11/25/2021,West,Howard,Desk,79,125,9875
01/26/2020,West,Andrews,Desk,117,125,14625
04/25/2020,West,Thompson,Desk,44,125,5500
07/23/2020,Central,Thompson,Desk,82,125,10250
08/14/2020,West,Jardine,Pencil,248,0.99,245.52
03/13/2020,East,Jones,Pencil,101,0.99,99.99
10/26/2021,West,Gill,Pencil,32,0.99,31.68
09/24/2020,Central,Kivell,Pen,229,1.99,455.71
02/13/2020,Central,Kivell,Pen Set,250,12.49,3122.5
01/28/2020,East,Smith,Binder,123,4.99,613.77
12/1/2021,East,Morgan,Pen,115,1.99,228.85
11/6/2020,Central,Andrews,Pencil,26,0.99,25.74
05/25/2020,East,Andrews,Pen,262,1.99,521.38
11/12/2020,West,Sorvino,Binder,209,4.99,1042.91
06/17/2021,West,Kivell,Pencil,157,0.99,155.43
01/24/2021,Central,Kivell,Desk,187,125,23375
07/9/2020,East,Gill,Pen Set,233,12.49,2910.17
10/14/2021,Central,Kivell,Pencil,143,0.99,141.57
05/16/2020,Central,Kivell,Pen,140,1.99,278.6
01/4/2020,West,Parent,Pencil,171,0.99,169.29
12/22/2020,Central,Morgan,Pen,30,1.99,59.7
01/4/2021,Central,Gill,Pen Set,163,12.49,2035.8700000000001
04/30/2020,West,Morgan,Pen,272,1.99,541.28
03/22/2021,East,Sorvino,Desk,95,125,11875
07/16/2021,West,Jardine,Pen Set,282,12.49,3522.18
12/30/2021,West,Gill,Binder,56,4.99,279.44
09/8/2020,Central,Howard,Pen,112,1.99,222.88
10/29/2020,East,Jones,Desk,186,125,23250
10/14/2020,West,Jardine,Pencil,99,0.99,98.01
06/15/2021,Central,Jardine,Pen Set,118,12.49,1473.82
02/19/2021,Central,Kivell,Desk,99,125,12375
05/3/2021,East,Gill,Pen,67,1.99,133.33
09/20/2020,Central,Kivell,Pen,253,1.99,503.46999999999997
02/5/2020,Central,Jones,Binder,281,4.99,1402.19
05/11/2021,East,Morgan,Pen,55,1.99,109.45
11/4/2020,East,Jardine,Binder,111,4.99,553.89
10/4/2020,Central,Jones,Binder,119,4.99,593.8100000000001
04/10/2020,West,Jardine,Pen,15,1.99,29.85
10/5/2020,West,Howard,Binder,79,4.99,394.21000000000004
11/18/2021,Central,Parent,Desk,274,125,34250
09/11/2020,East,Jardine,Pen Set,24,12.49,299.76
10/25/2020,East,Parent,Desk,210,125,26250
03/19/2020,West,Gill,Pen Set,124,12.49,1548.76
03/5/2020,West,Parent,Desk,71,125,8875
06/3/2021,East,Jardine,Desk,211,125,26375
03/20/2020,Central,Howard,Desk,247,125,30875
09/19/2021,East,Smith,Pen,107,1.99,212.93
09/18/2021,Central,Morgan,Pencil,46,0.99,45.54
10/13/2021,East,Howard,Pen Set,44,12.49,549.5600000000001
03/21/2021,East,Gill,Pen,167,1.99,332.33
05/21/2020,West,Kivell,Binder,35,4.99,174.65
03/21/2020,East,Parent,Pen Set,60,12.49,749.4
